Episode,Avg Reward,Avg Loss,SuccessRate,Eps
0,8.97207093087535,0,0.0,0.8994184390277918
10,11.488217573289774,0.3271292150880695,0.0,0.8927797813619862
20,19.51727363438865,0.03895909440470729,0.0,0.8825849135834948
30,14.571522367176323,0.020443349113996985,0.0,0.874939542865526
40,8.762741389646528,0.024705379340988494,0.0,0.8703843281668202
50,12.927952540817921,0.03116880328016507,0.0,0.8639182239063808
60,10.83582837194856,0.03831206118904355,0.0,0.8586094052618641
70,26.035997176884525,0.04224971463373412,0.0,0.8457326535344508
80,10.06786543676703,0.05000387455429115,0.0,0.8408705179672749
90,13.46649551634762,0.05619237290230851,0.0,0.8345005048706471
100,17.080446780157896,0.060947760700823285,0.0,0.8262468369420352
110,10.948047220802547,0.07006936564647262,0.0,0.8211708583466811
120,12.753989737680543,0.07637502987314046,0.0,0.8153155326341355
130,13.442714795125553,0.08119254128420032,0.0,0.8089392593676284
140,15.809855231822885,0.08941875219564661,0.0,0.8020151746137163
150,12.871160842606036,0.09808044575962745,0.0,0.7962181487271252
160,13.158700496357735,0.10984145916851147,0.0,0.7904632870429233
170,13.614487290133287,0.1065318003911793,0.0,0.7846333291124895
180,14.432277670918287,0.11698983798111025,0.0,0.7784598163742654
190,17.35951706367013,0.12635422154693374,0.0,0.7712616708613521
200,10.846910576327389,0.13376248632748836,0.0,0.7665255456615092
210,11.602147285403554,0.13446586632772367,0.0,0.761705179307158
220,18.754627964745236,0.149557783227191,0.0,0.7541383791147919
230,11.787846613519232,0.15512127866797137,0.0,0.7492475576575556
240,15.772605819646566,0.1650411996877552,0.0,0.7429851616808671
250,18.892315087956142,0.16468650665528678,0.0,0.7355690260759209
260,12.594971092348514,0.16960125412034005,0.0,0.7305817292403172
270,8.587096513084855,0.19470008911070597,0.0,0.7271072822835954
280,10.192554859210823,0.17924070477408957,0.0,0.7230029791509018
290,11.739312986172084,0.1934094453715917,0.0,0.718386763235538
300,14.257900990046895,0.21420564660890046,0.0,0.7129147793327837
310,17.73268768566046,0.20980396587146366,0.0,0.7061162573387089
320,15.337053302157164,0.22366728384194498,0.0,0.700355842598782
330,9.92774369220559,0.23100034611643863,0.0,0.6965073072366926
340,18.368717104476865,0.23432266421475073,0.0,0.6897978726360312
350,8.976528559766763,0.2333728426567355,0.0,0.6863824289974522
360,14.841991543206593,0.24098628699050223,0.0,0.6809531157746699
370,16.246953535419706,0.260315092856564,0.0,0.6750978310879789
380,15.431648975304464,0.26635763109433397,0.0,0.6694925843021527
390,16.81971919100809,0.2838152793147006,0.0,0.6634072878119918
400,12.462505983549697,0.2829622293521433,0.0,0.6589780042686427
410,16.380450623963554,0.29670402705937615,0.0,0.6533454902745977
420,14.039547146017572,0.2835906751505544,0.0,0.648501088313007
430,15.025931085691449,0.31034006861027674,0.0,0.6433097826689627
440,11.78431599645608,0.34008687034226154,0.0,0.6392376448006144
450,11.79447884934893,0.32562900607666323,0.0,0.6351599766083267
460,15.768281354836892,0.3217731470817495,0.0,0.6298888027295735
470,18.024681261486293,0.33632529054333443,0.0,0.6239185731765168
480,16.736941646957387,0.3284137765003632,0.0,0.6184039666220168
490,17.457222474098813,0.3519809263376831,0.0,0.6127257543451753
500,19.445514968491107,0.36791190449466643,0.0,0.6064381586695922
510,17.491883169234022,0.36740783892518397,0.0,0.6008707125457509
520,13.579083863803195,0.37690291076218563,0.0,0.5965071186604047
530,21.24689810336084,0.3930733287832465,0.0,0.589919200140683
540,15.857270239163052,0.3725105248821866,0.0,0.5849684574036804
550,26.507690120053507,0.3858082040097648,0.0,0.5770198641288807
560,23.741903320463226,0.40230037299311255,0.0,0.569942365667326
570,22.564987828572065,0.41047696449412097,0.0,0.5632314817894977
580,20.656377879206797,0.41515631968474087,0.0,0.5572074098993699
590,19.733787599244973,0.4226962041759476,0.0,0.5514395662664652
600,29.161997943670137,0.447309184346835,0.0,0.5431426739795778
610,21.75112498691789,0.4515897192048902,0.0,0.5369362856081148
620,31.097563421631218,0.4595449485310749,0.0,0.5283360068411489
630,19.8959850047155,0.45742477987223007,0.0,0.5228697269600466
640,18.2505959980283,0.4605113132577607,0.0,0.517768111327899
650,22.52814974519799,0.4741990726783901,0.0,0.5116263341107353
660,21.6445224614495,0.47001822201673915,0.0,0.5058835897385809
670,22.348632351451734,0.506306282163492,0.0,0.49990890645743224
680,19.01194304383308,0.4764519062049023,0.0,0.49493548456094816
690,20.49536238396535,0.48654788187091996,0.0,0.48959995633387354
700,20.979511717061964,0.5051107386961974,0.0,0.4842506404457348
710,24.72564267295619,0.5159808601056239,0.0,0.47808435750882683
720,21.915230212628032,0.5217722152119386,0.0,0.4726282853608015
730,17.70211522817555,0.5270846887043928,0.0,0.4681836919489321
740,25.76155820102527,0.5589582070630538,0.0,0.46197273042658893
750,26.10830844854321,0.5630262785134852,0.0,0.4556647514906545
760,18.343285368934197,0.5691280016783796,0.0,0.4512474943940585
770,21.11048312001929,0.5678792278774395,0.0,0.44623328136630397
780,21.133702747862852,0.58009136361698,0.0,0.4413626738238588
790,25.76708117535049,0.588242889445098,0.0,0.4354898379121851
800,23.428384148698633,0.6016181870686809,0.0,0.4302272442051464
810,18.8727394616202,0.6031344768571668,0.0,0.4259330177425275
820,29.532645748945754,0.6183013178534242,0.0,0.4195210337971069
830,22.520035291685165,0.603861728658232,0.0,0.41463794896535394
840,27.620958784993707,0.6250506282600015,0.0,0.4087612420657229
850,26.14598919828463,0.6183361770876913,0.0,0.4032674315787636
860,30.270211664119216,0.6555871682408345,0.0,0.3970830651654319
