Episode,Avg Reward,Avg Loss
0,24.29872204597651,0
10,12.757987625578028,0.12184921394741975
20,14.000346976144462,0.020199370656774497
30,15.331607614556821,0.02064526298667809
40,9.049693341676873,0.02483930453839564
50,13.985780038452543,0.030176011348661706
60,7.422235662928884,0.03621540325472043
70,7.814987048888223,0.038596989486711225
80,11.955467129736164,0.043095970264246455
90,14.587198009584109,0.053908722405593176
100,13.290781208276954,0.05921864612437951
110,18.281170996546326,0.07215847870124557
120,11.32673479662418,0.07557950500669479
130,14.74244479574767,0.08119892045210571
140,10.48837972054496,0.09841545187288801
150,13.706159969720428,0.09091892011714882
160,13.788623618498798,0.10018474576557941
170,9.519185868075235,0.11315573301819952
180,15.189771340407123,0.11217251229493926
190,17.349305147145458,0.13811580900663784
200,12.745254920235165,0.13205893688364792
210,9.345222652912309,0.1357042152080356
220,15.795756295606257,0.13619709747005823
230,15.47460723473433,0.15166372085070773
240,16.21127393847207,0.1628987649742732
250,16.709286385355785,0.17943597124121413
260,13.316640259087915,0.18429299132625823
270,14.164358835294928,0.1916059027485103
280,19.345520304358516,0.18570675839255005
290,11.79208976485774,0.1895423326893703
300,15.14388119182936,0.20754526431675133
310,18.44969558364534,0.22599683728123435
320,8.857624995859762,0.23342337703672317
330,13.053160137536683,0.23727096385801297
340,16.01094880907712,0.25252596730152027
350,11.352642288913506,0.2414110746203785
360,14.119985487603476,0.25807870393526444
370,11.684157356618154,0.24659040685347855
380,11.136847547806077,0.28395945489978525
390,13.189114096742491,0.2881684222605979
400,14.518586486866463,0.2865332619379975
410,12.3179734872029,0.2924305945573007
420,15.327697662892849,0.3134233348072676
430,15.188997061629752,0.328717441862021
440,15.166285343575206,0.32819467662818763
450,14.149678665276875,0.32383972235586966
460,13.983842845992232,0.2990923535234719
470,17.330133257397026,0.339817205996917
480,15.46806884342304,0.34706684530147913
490,11.849930842687135,0.34830544152065795
500,12.790388045974865,0.3519047911252761
510,15.082103922435389,0.36462325038790033
520,15.146215671309722,0.3579245060446682
530,17.956484607436117,0.3758323003145207
540,15.018415200509821,0.4078726158043285
550,13.566725321910202,0.40754195441486046
560,15.95818512951798,0.42424293191349055
570,15.774998381591633,0.41123182349057724
580,14.962114329863649,0.4053840393169795
590,15.583151483132482,0.4077888427178264
600,17.652717641125136,0.4166112085674761
610,17.84644281112504,0.4479945812909831
620,16.919328397265694,0.4749653599998265
630,18.06625141319654,0.45753162418171434
640,16.51878771951963,0.47576159441802
650,12.616654223321664,0.5041626928654537
660,16.691249074759362,0.5081769682866295
670,14.284378279450866,0.47819192754851925
680,11.740728280208618,0.46219482963740016
690,17.680022154600884,0.4742453675449254
700,23.42306894053613,0.5025682717468636
710,28.19695503583864,0.5239712778930375
720,17.652217412161928,0.5482053436644418
730,15.942491031932207,0.5191919854109449
740,21.81148974346103,0.5340033404098559
750,15.846849205966752,0.5306894232229629
760,14.894494032357574,0.5510176222567016
770,21.28920293165062,0.5187335975801564
780,21.281293618067746,0.513203484500388
790,23.985665992220934,0.5360268939162087
800,15.554429607310922,0.5918737792963822
810,18.854891139102683,0.5205788946583744
820,24.854874291484407,0.5491733168696962
830,23.604080822486853,0.5743530992598816
840,22.53543012120271,0.566381167252981
850,22.706617615783042,0.5918206106965652
860,21.73399245145051,0.5759205731799802
870,24.937696546761817,0.585110015251778
880,20.143083032086697,0.5768347000443546
890,25.74202938588839,0.5729275166823515
