Crashed,Rewards
True,46.00000000000002
True,77.68888888888874
True,74.85313580246918
True,26.533333333333346
True,7.866666666666669
True,56.755555555555596
True,24.38074074074075
True,37.46666666666668
True,28.802962962962976
True,115.26666666666674
True,89.6444444444445
True,33.6888888888889
False,140.23744328075986
False,186.56255671924077
False,191.00700116368392
False,143.87032506241093
False,133.4374432807599
False,137.88188772520368
True,25.095890052596076
False,186.56255671924077
False,137.88188772520368
False,137.88188772520368
True,10.909228305622793
True,75.87965301553665
False,199.8958900525737
False,148.08888908316052
True,15.340334691289923
False,73.84312673204364
False,73.64689957035144
False,73.70944764078615
False,74.370776614093
True,47.85461952459346
False,75.170776614093
False,77.17650155879477
False,75.57650155879477
False,76.10410994742634
False,75.30983489212811
False,71.21522105853728
False,73.43744328075968
False,72.97077661094481
False,73.19298687642211
False,73.43744328075968
False,34.47192577917126
False,35.58303689028235
True,5.6
False,37.18303689028233
True,17.400000000000006
False,41.111111111111136
False,36.249703556949015
True,27.80000000000001
True,39.066666666666684
False,34.69414800139346
False,33.894148001393475
False,36.960814668060145
True,28.931834387963047
False,39.999999999999986
False,39.999999999999986
True,8.733333333333336
False,42.2222222222222
True,24.80000000000001
True,9.600000000000003
True,8.73183438796304
False,41.094148001393464
False,36.69414800139344
False,37.29264905260773
False,41.59346000193063
False,41.59346000193063
False,38.82598238935651
True,11.198501054629707
False,41.601998354577084
True,6.133333333333335
True,7.220723276851927
True,15.673859079321069
True,16.81896146429766
True,38.20000000000002
True,24.798501054629718
True,13.931834387963043
False,78.95427466999077
True,8.707850353186545
False,75.49414800139351
True,14.400000000000004
False,73.36081466806019
True,31.22222222222224
False,73.36081466806019
True,21.82222222222223
True,13.15555555555556
True,40.77451701985323
