Crashed,Rewards,AvgSpeed,StdSpeed
True,44.04155705240145,23.84403775179803,4.4881960059988035
True,24.962556719356726,29.444596739340778,2.0469937495955848
True,104.76794774685625,22.23514397911418,4.031344760490135
True,40.54360977168137,23.827921612472082,4.679287891554471
True,35.619691607296545,25.95612495284555,3.961133805841428
False,122.21673022143845,23.06935563946097,3.8194634672147045
True,53.58699225410825,23.853646639823964,4.361911998312962
False,120.85966550298139,22.493150768928047,4.2554235913429865
False,127.70599843650687,22.86815076892804,4.160519583837442
True,28.77359764108403,28.666976402312017,2.3431832618160726
True,70.15122146243748,24.414895137616586,4.756177709044311
True,11.794004450952746,28.242031959114176,3.157994103652163
True,57.11831911827053,23.147575153452205,4.153806921277268
True,40.19277894146258,29.823391143291975,0.6662115220099352
True,16.487877972749686,21.908869753124996,2.814159697275765
True,30.368541904425843,29.702718377582364,1.039557192006982
True,95.81873366633927,22.091777678462353,2.9717244123390456
True,76.43610096125349,22.880243632839715,3.6399216219894495
True,36.523448214322414,28.23303448014352,3.542517891447706
True,24.87965301555452,29.647666225307194,1.1231242998356779
True,12.682893339841636,27.96538040003809,4.013860945486289
True,9.547350540358229,24.37448363327136,1.5477485348484237
True,57.03342250911846,24.91102773928324,4.729384912125192
True,12.34033680170903,28.99476964775182,2.6078959832698136
True,22.940429113065637,29.386087155831714,1.6973258648270013
True,95.21371625543014,23.862341157811542,4.184942786124663
True,71.49249194294359,21.79103086130614,3.3776650252256633
True,9.429912525228856,26.516841236273688,3.692739244445573
True,41.17589006790102,26.856164115547674,2.3297547709142092
True,9.509098532310412,26.249946522287612,4.425105163742375
True,14.079005638697861,24.6710211166279,4.844493862997012
False,121.3378933178784,21.944350463029796,3.5635405139784355
True,34.702004275547274,24.900818789676592,3.2077380754879523
True,121.86233138767669,24.055253278960407,4.394449842745694
True,23.351506747737243,23.12088741118455,3.6509327093581136
True,19.036291045426527,29.443045710174736,1.6138599001267009
False,120.91633378931475,21.805650768928047,3.3525418345190676
True,21.762557729760626,27.343337040680353,2.7794401792357366
True,90.03629118088826,21.820007473848033,3.378578378627009
False,116.44966711954743,21.243150768928047,3.206089035329448
True,28.61205226121888,24.785107666829333,4.45419690303582
True,11.57657623095615,29.48371348673248,0.8930803620211188
False,117.90122826309585,21.305650768928047,3.030215801955346
True,32.63299491579896,27.213480228425215,3.9301032104855933
True,9.995827609545072,28.84941230526729,2.4864944526534054
True,101.59566429015294,22.186400529325365,3.6699365815816116
True,86.29487054739016,25.94920393607534,4.316042804287071
False,126.07081425741828,23.100599231089166,4.437500970675383
False,117.19055235002742,21.336900768928047,3.0932794066700513
True,47.270268714248,24.364716526191916,3.3077992120486983
False,125.19000161897605,23.031250000737877,3.904053641682859
True,107.22092435010204,23.9135618376194,4.53658335626423
True,122.99477581289328,23.29832193778543,4.417852333887044
False,123.81455260638295,22.49098908029567,2.9770644847142775
False,122.5784268767295,22.524154178977806,3.001569178665952
True,39.77661794497627,25.335344235387662,2.8889863098883084
True,83.97333749241163,24.103806181098314,4.375983138173035
True,55.02126615325524,21.9754984453892,3.491344585733134
False,128.14833369414612,24.305650703432775,4.72332698204487
True,50.55915805889825,23.64681943194655,3.654166985397605
True,14.869629629629634,24.830409356725145,0.7195121633126271
True,83.85590378944721,22.314836466456196,3.7195210100149847
False,126.96829092286205,22.336891551166882,3.8275927833378103
True,37.65249929853448,26.98508323805677,3.7069457950320777
True,6.592902489272323,29.02923041846401,1.2951996515889586
True,40.04735323633998,28.928349919172184,2.048216041933295
True,6.3999999999999995,24.058414509983233,2.6632059402308537
False,114.74645900308856,20.937500019964272,2.0166471202475886
True,50.99753772804805,26.647952717039097,4.164115726459789
False,116.77430904996658,21.250000103845736,2.249955468356736
True,23.608299307075,23.74571926986041,4.375202297315565
True,67.89505534439876,23.92905159832646,3.8692407846247394
True,84.31248671280348,24.770536355157212,4.2376190905280655
False,122.77876149186405,22.368150740222156,3.7320219049609715
True,13.614606950391135,23.271775542841937,2.2144576790343677
False,119.49613916501973,22.031423379429448,3.4847193122126083
True,76.70287262877608,21.752807632086736,3.2326985091726144
True,118.68514729580245,23.39007525561798,4.296127932592927
False,127.49792395856409,23.43065076892804,4.508773547586564
True,105.9653351259995,22.190010738279085,3.491777421427992
True,32.17177992403971,29.210611282391845,2.601494750200954
