Crashed,Rewards,AvgSpeed,StdSpeed
True,5.160433802262497,26.216609654977663,2.4749679351270713
False,57.69150907040853,21.729998795468624,3.015940001541087
False,58.860367224316555,21.88548906340953,4.163383250759779
True,49.16083592958912,22.438378842835014,3.2629793412718606
False,57.19733876394073,21.47963274469358,2.9904015173171663
False,61.25092471121146,23.615047960505397,3.69231448616779
False,57.87275427896661,21.358027596287457,3.7765243215938122
True,54.26874147833165,23.143899351987034,3.0830669027002147
True,24.19136708624406,23.81544688105743,4.002627036681204
True,11.818985442275094,23.448980195045053,4.697265344144874
True,11.400981758817252,26.939249926269014,3.4924462031354118
True,38.24758758500316,21.22348748430936,3.9761952638134934
False,57.42272748175959,21.551248200852356,3.242034341235389
False,57.47751139530664,21.81608386798136,2.210583688759654
False,55.9258114045442,21.050082682728668,1.5697783979215674
False,58.81926962349531,22.45462856032163,2.9946448238500807
False,60.70038351007662,23.4129780335525,2.8035969759446027
False,59.70121378858806,22.640110760131822,3.233631938084416
False,54.05535209065829,19.583923495817515,1.3779225842857812
True,24.538975632592052,23.52166193474403,3.1709981438106496
True,53.219042916556745,20.550714468564774,1.7095876456993495
False,57.24179361849809,21.650394169201952,2.3655226730463284
False,55.078226814863015,20.572995412531206,1.3179336582275853
False,56.7396369725753,21.0986010307006,2.886175692132949
False,63.14458869632672,24.050471727359756,3.9877456833591
False,58.528003938453644,21.927610733640982,3.1492751909188588
False,59.89616986057595,22.076689209313532,2.7936225227970155
False,61.21867084651507,23.572989149636193,3.6363837867848874
False,59.858265990233555,22.88988253866288,2.5033668166616376
False,58.43723978055616,22.034575041075918,3.607958883079799
False,58.53777986776366,21.27539639822022,2.670471283541957
False,62.462177605606605,24.230140807347542,3.889234049627187
True,8.234434561482429,22.66084699719931,2.886577106593362
False,56.62194803108748,21.402438895213418,2.12453354172126
False,58.17939459286484,22.100457245771093,3.0870896829387924
False,58.0510346540689,21.93659155523948,2.891335611618361
False,58.310731143296685,22.250471729161326,2.0897184549064485
False,56.93483747024477,21.462582151284415,2.507836778160404
True,32.59499878311719,18.315536921664187,1.282650295570586
False,55.880464533370066,20.872784508526415,2.078716723699384
False,59.147494288264696,22.640110768050935,2.918645044029464
False,58.62894754623497,22.06115663333274,3.3292536928871987
False,61.22158036101715,23.037896814263398,3.8515127873652446
False,56.7487363815239,21.4329979933432,1.7805098989784045
False,60.98533928654652,23.300471624752966,4.236128448127978
False,59.998301661054796,22.90261083583761,3.0786660481175376
False,58.02308542998335,21.859248071960387,2.6901200149257614
False,58.59752086369272,22.287582560890463,3.0461719172747936
False,57.761103061164484,21.762513419931008,3.0342326026462527
False,60.54109626036258,23.31884724250947,2.7838116643796083
True,54.14404782214383,25.659260307250626,3.2536081642690187
